,title,release_date,production_budget,domestic_gross,worldwide_gross,genre,story_source,creative_type,production_method,production_company,MPAA_Rating,runtime,opening_theater_count,max_theater_count,avg_run_per_theater,actors,directors
458,The Girl with the Dragon Tattoo,"Dec 20, 2011","$90,000,000","$102,515,793","$239,373,970",Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,Columbia Pictures,All Time Domestic Box Office for R Movies (Rank 101-200),160 minutes,"2,914","2,914",5.6 weeks,Daniel Craig | Rooney Mara,David Fincher
459,Contact,"Jul 11, 1997","$90,000,000","$100,920,329","$165,900,000",Drama,Based on Fiction Book/Short Story,Science Fiction,Live Action,Warner Bros.,PG,149 minutes,"1,923","1,923",8.2 weeks,,
460,You Don't Mess With the Zohan,"Jun 6, 2008","$90,000,000","$100,018,837","$202,910,991",All Time Domestic Box Office for Comedy Movies (Rank 101-200),Original Screenplay,Contemporary Fiction,Live Action,Columbia Pictures,PG-13,113 minutes,"3,462","3,462",4.8 weeks,Adam Sandler,Dennis Dugan
461,Die Hard: With a Vengeance,"May 19, 1995","$90,000,000","$100,012,499","$366,101,666",Action,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,20th Century Fox,All Time Domestic Box Office for R Movies (Rank 101-200),129 minutes,"2,525","2,525",8.7 weeks,Bruce Willis,John McTiernan
462,The Magnificent Seven,"Sep 12, 2016","$90,000,000","$93,432,655","$162,525,156",Western,All Time Domestic Box Office for Remake Movies,Historical Fiction,Live Action,Metro-Goldwyn-Mayer Pictures,PG-13,128 minutes,"3,674","3,674",5.2 weeks,Denzel Washington | Chris Pratt | Ethan Hawke | Vincent D'Onofrio | Byung-hun Lee | Manuel Garcia Rulfo | Martin Sensmeier,Antoine Fuqua
463,Alvin and the Chipmunks: The Road Chip,"Dec 18, 2015","$90,000,000","$85,886,987","$249,517,956",Adventure,Based on TV,Kids Fiction,Animation/Live Action,Fox 2000 Pictures,PG,86 minutes,"3,653","3,653",5.4 weeks,Jason Lee | Justin Long | Matthew Gray Gubler | Jesse McCartney,Walt Becker
464,Atlantis: The Lost Empire,"Jun 8, 2001","$90,000,000","$84,052,762","$186,049,020",Adventure,Based on Fiction Book/Short Story,Kids Fiction,Hand Animation,Walt Disney Animation Studios,PG,96 minutes,2,2,6.3 weeks,,
465,Valkyrie,"Dec 25, 2008","$90,000,000","$83,107,829","$203,932,174",Thriller/Suspense,Based on Real Life Events,Dramatization,Live Action,Metro-Goldwyn-Mayer Pictures,PG-13,120 minutes,"2,711","2,711",4.7 weeks,Tom Cruise,Bryan Singer
466,Pixels,"Jul 16, 2015","$90,000,000","$78,765,986","$244,041,804",Adventure,Based on Short Film,Science Fiction,Animation/Live Action,1492 Pictures,PG-13,105 minutes,"3,723","3,723",5.3 weeks,Adam Sandler | Kevin James | Michelle Monaghan | Peter Dinklage | Josh Gad,Chris Columbus
467,Artificial Intelligence: AI,"Jun 29, 2001","$90,000,000","$78,616,689","$235,900,000",Drama,Based on Fiction Book/Short Story,Science Fiction,Animation/Live Action,Amblin Entertainment,PG-13,145 minutes,"3,242","3,242",4.5 weeks,,
468,The Haunted Mansion,"Nov 26, 2003","$90,000,000","$75,817,994","$155,750,628",Adventure,Based on Theme Park Ride,Kids Fiction,Live Action,,PG,88 minutes,"3,122","3,122",6.1 weeks,,
469,Hollow Man,"Aug 4, 2000","$90,000,000","$73,209,340","$191,200,000",Horror,Original Screenplay,Science Fiction,Live Action,,All Time Domestic Box Office for R Movies (Rank 201-300),,"2,956","2,956",5.6 weeks,,
470,The Interpreter,"Apr 22, 2005","$90,000,000","$72,708,161","$162,753,837",Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,Universal Pictures,PG-13,128 minutes,"2,758","2,758",5.8 weeks,,
471,Percy Jackson: Sea of Monsters,"Aug 7, 2013","$90,000,000","$68,559,554","$200,859,554",Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1492 Pictures,PG,105 minutes,"3,031","3,031",6.7 weeks,Logan Lerman | Alexandra Daddario | Douglas Smith | Leven Rambin | Brandon T. Jackson,Thor Freudenthal
472,Lara Croft: Tomb Raider: The Cradle of Life,"Jul 25, 2003","$90,000,000","$65,653,758","$157,092,943",Adventure,Based on Game,Contemporary Fiction,Live Action,Mutual Film Company,PG-13,117 minutes,"3,222","3,222",4.9 weeks,,
473,Now You See Me 2,"May 27, 2016","$90,000,000","$65,075,540","$328,325,007",Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,Summit Entertainment,PG-13,129 minutes,"3,232","3,232",4.1 weeks,Jesse Eisenberg | Mark Ruffalo | Woody Harrelson | Dave Franco | Daniel Radcliffe | Lizzy Caplan | Jay Chou | Michael Caine | Morgan Freeman,Jon M. Chu
474,Spy Game,"Nov 21, 2001","$90,000,000","$62,362,560","$143,049,560",Action,Original Screenplay,Contemporary Fiction,Live Action,Beacon Pictures,All Time Domestic Box Office for R Movies (Rank 301-400),127 minutes,"2,770","2,770",4.9 weeks,,
475,The Saint,"Apr 4, 1997","$90,000,000","$61,363,304","$169,400,000",Action,Based on TV,Contemporary Fiction,Live Action,,PG-13,,"2,307","2,307",7.9 weeks,,
476,Mission to Mars,"Mar 10, 2000","$90,000,000","$60,874,615","$106,000,000",Adventure,Original Screenplay,Science Fiction,Live Action,,PG,,"3,054","3,054",5.3 weeks,,
477,Tomb Raider,"Mar 6, 2018","$90,000,000","$58,250,803","$273,477,501",Action,Based on Game,Contemporary Fiction,Live Action,Metro-Goldwyn-Mayer Pictures,PG-13,118 minutes,"3,854","3,854",3.6 weeks,Alicia Vikander,Roar Uthaug
478,Bicentennial Man,"Dec 17, 1999","$90,000,000","$58,220,776","$87,420,776",Drama,Based on Fiction Book/Short Story,Science Fiction,Live Action,1492 Pictures,PG,131 minutes,"2,518","2,518",6.7 weeks,,
479,King Arthur,"Jul 7, 2004","$90,000,000","$51,877,963","$203,877,963",Adventure,Based on Folk Tale/Legend/Fairytale,Historical Fiction,Live Action,Touchstone Pictures,PG-13,126 minutes,"3,086","3,086",3.6 weeks,Clive Owen | Keira Knightley | Ioan Gruffudd,Antoine Fuqua
480,Volcano,"Apr 25, 1997","$90,000,000","$47,546,796","$120,100,000",Action,Original Screenplay,Contemporary Fiction,Live Action,,PG-13,,"2,774","2,774",6.1 weeks,,
481,The Devil's Own,"Mar 26, 1997","$90,000,000","$42,885,593","$140,900,000",Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,Columbia Pictures,All Time Domestic Box Office for R Movies (Rank 601-700),107 minutes,"2,504","2,504",5.3 weeks,,
482,K-19: The Widowmaker,"Jul 19, 2002","$90,000,000","$35,168,966","$65,716,126",Action,Based on Fiction Book/Short Story,Dramatization,Live Action,National Geographic Entertainment,PG-13,138 minutes,"2,828","2,828",4.6 weeks,,
483,Conan the Barbarian,"Aug 19, 2011","$90,000,000","$21,295,021","$63,356,133",Action,Based on Fiction Book/Short Story,Fantasy,Live Action,Lionsgate,"All Time Domestic Box Office for R Movies (Rank 1,101-1,200)",112 minutes,"3,015","3,015",2.9 weeks,Jason Momoa | Rachel Nichols | Stephen Lang | Rose McGowan,Marcus Nispel
484,The Three Musketeers,"Oct 21, 2011","$90,000,000","$20,377,913","$139,877,913",Adventure,Based on Fiction Book/Short Story,Historical Fiction,Live Action,Constantin Film,PG-13,102 minutes,"3,017","3,017",3.1 weeks,Logan Lerman | Milla Jovovich | Matthew MacFadyen | Ray Stevenson | Luke Evans | Mads Mikkelsen | Christoph Waltz | Orlando Bloom,Paul W.S. Anderson
485,The Promise,"Apr 21, 2017","$90,000,000","$8,224,288","$10,551,417",Drama,Original Screenplay,Historical Fiction,Live Action,Survival Pictures,PG-13,134 minutes,"2,251","2,251",2.2 weeks,Oscar Isaac | Charlotte Le Bon | Christian Bale,Terry George
486,The Nutcracker in 3D,"Nov 24, 2010","$90,000,000","$195,459","$20,466,016",Musical,Based on Ballet,Kids Fiction,Animation/Live Action,Vnesheconombank,PG,108 minutes,45,45,1.7 weeks,Elle Fanning,Andrei Konchalovsky
487,Bright,"Dec 13, 2017","$90,000,000",$0,$0,Thriller/Suspense,Original Screenplay,Fantasy,Live Action,,,117 minutes,0,0,0,Will Smith | Joel Edgerton,David Ayer
488,Twister,"May 10, 1996","$88,000,000","$241,688,385","$495,700,000",Action,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,Warner Bros.,PG-13,114 minutes,"2,414","2,414",11.5 weeks,,Jan De Bont
489,Cinderella Man,"Jun 3, 2005","$88,000,000","$61,649,911","$105,021,488",Drama,Based on Real Life Events,Dramatization,Live Action,Universal Pictures,PG-13,144 minutes,"2,812","2,812",5.2 weeks,,
490,The Predator,"Sep 11, 2018","$88,000,000","$51,024,708","$159,487,563",Action,Original Screenplay,Science Fiction,Live Action,Davis Entertainment,All Time Domestic Box Office for R Movies (Rank 401-500),107 minutes,"4,037","4,037",3.3 weeks,Boyd Holbrook | Olivia Munn | Trevante Rhodes | Alfie Allen | Keegan-Michael Key | Sterling K. Brown | Jacob Tremblay | Yvonne Strahovski | Thomas Jane,Shane Black
491,Fantastic Four,"Jul 8, 2005","$87,500,000","$154,696,080","$333,132,750",Action,Based on Comic/Graphic Novel,All Time Domestic Box Office for Super Hero Movies,Live Action,20th Century Fox,PG-13,106 minutes,"3,602","3,602",5.9 weeks,Ioan Gruffudd | Jessica Alba,Tim Story
492,Hannibal,"Feb 9, 2001","$87,000,000","$165,092,266","$350,100,280",Horror,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,Metro-Goldwyn-Mayer Pictures,All Time Domestic Box Office for R Movies,131 minutes,"3,230","3,230",7.7 weeks,Anthony Hopkins,Ridley Scott
493,Seabiscuit,"Jul 25, 2003","$86,000,000","$120,277,854","$148,715,342",Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,Universal Pictures,PG-13,140 minutes,"1,987","1,987",9.2 weeks,,
494,Cast Away,"Dec 22, 2000","$85,000,000","$233,632,142","$427,230,516",Drama,Original Screenplay,Contemporary Fiction,Live Action,DreamWorks Pictures,PG-13,143 minutes,"2,774","2,774",11.5 weeks,Tom Hanks,Robert Zemeckis
495,Happy Feet,"Nov 17, 2006","$85,000,000","$198,000,317","$385,000,317",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Warner Bros.,PG,108 minutes,"3,804","3,804",8.8 weeks,,
496,Ocean's Eleven,"Dec 7, 2001","$85,000,000","$183,417,150","$450,728,529",Thriller/Suspense,All Time Domestic Box Office for Remake Movies,Contemporary Fiction,Live Action,Warner Bros.,PG-13,116 minutes,"3,075","3,075",8.7 weeks,,
497,The Bourne Supremacy,"Jul 23, 2004","$85,000,000","$176,087,450","$311,001,124",Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,The Kennedy/Marshall Company,PG-13,108 minutes,"3,165","3,165",7.7 weeks,,
498,Air Force One,"Jul 25, 1997","$85,000,000","$172,956,409","$315,268,353",Action,Original Screenplay,Contemporary Fiction,Live Action,Beacon Pictures,All Time Domestic Box Office for R Movies,117 minutes,"2,919","2,919",10.8 weeks,,
499,Fast & Furious,"Apr 3, 2009","$85,000,000","$155,064,265","$363,064,265",Action,Based on Factual Book/Article,Contemporary Fiction,Live Action,Universal Pictures,PG-13,107 minutes,"3,461","3,461",5.6 weeks,,
500,Horton Hears a Who,"Mar 14, 2008","$85,000,000","$154,529,439","$299,477,886",Adventure,Based on Fiction Book/Short Story,Fantasy,All Time Domestic Box Office for Digital Animation Movies,20th Century Fox Animation,G,88 minutes,"3,954","3,954",7.3 weeks,,
501,Divergent,"Mar 21, 2014","$85,000,000","$150,947,895","$276,014,965",Adventure,Based on Fiction Book/Short Story,Science Fiction,Live Action,Red Wagon Entertainment,PG-13,140 minutes,"3,936","3,936",6.5 weeks,Shailene Woodley | Theo James,Neil Burger
502,Hotel Transylvania,"Sep 27, 2012","$85,000,000","$148,313,048","$378,505,812",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Columbia Pictures,PG,91 minutes,"3,349","3,349",7.9 weeks,Adam Sandler | Andy Samberg | Selena Gomez | Kevin James | Fran Drescher | Steve Buscemi | Molly Shannon | David Spade | Cee Lo Green,Genndy Tartakovsky
503,Shazam!,"Apr 3, 2019","$85,000,000","$140,371,656","$363,664,533",Action,Based on Comic/Graphic Novel,All Time Domestic Box Office for Super Hero Movies,Live Action,New Line Cinema,PG-13,132 minutes,"4,217","4,217",5.1 weeks,Zachary Levi,David F. Sandberg
504,Enchanted,"Nov 21, 2007","$85,000,000","$127,706,877","$340,384,141",Romantic Comedy,Original Screenplay,Fantasy,Animation/Live Action,Walt Disney Pictures,PG,108 minutes,"3,730","3,730",6.8 weeks,,
505,Safe House,"Feb 8, 2012","$85,000,000","$126,181,630","$208,542,162",Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,Universal Pictures,All Time Domestic Box Office for R Movies,114 minutes,"3,119","3,119",6.3 weeks,Denzel Washington | Ryan Reynolds,Daniel Espinosa
506,I Now Pronounce You Chuck and Larry,"Jul 20, 2007","$85,000,000","$119,725,280","$185,708,462",All Time Domestic Box Office for Comedy Movies,Original Screenplay,Contemporary Fiction,Live Action,Universal Pictures,PG-13,115 minutes,"3,495","3,495",5.9 weeks,Adam Sandler | Kevin James,Dennis Dugan
507,Ocean's Thirteen,"Jun 8, 2007","$85,000,000","$117,144,465","$311,744,465",Adventure,Original Screenplay,Contemporary Fiction,Live Action,Warner Bros.,PG-13,122 minutes,"3,565","3,565",5.4 weeks,,
508,Itâs Complicated,"Dec 25, 2009","$85,000,000","$112,735,375","$224,614,744",Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,Universal Pictures,All Time Domestic Box Office for R Movies (Rank 101-200),118 minutes,"2,887","2,887",6.8 weeks,Meryl Streep | Alec Baldwin,Nancy Meyers
509,Enemy of the State,"Nov 20, 1998","$85,000,000","$111,549,836","$250,649,836",Action,Original Screenplay,Contemporary Fiction,Live Action,Don Simpson,All Time Domestic Box Office for R Movies (Rank 101-200),127 minutes,"2,393","2,393",9.3 weeks,Will Smith | Gene Hackman,Tony Scott
510,Open Season,"Sep 29, 2006","$85,000,000","$85,105,259","$191,932,158",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Columbia Pictures,PG,86 minutes,"3,833","3,833",5.8 weeks,,
511,Tower Heist,"Nov 4, 2011","$85,000,000","$78,046,570","$150,422,946",All Time Domestic Box Office for Comedy Movies (Rank 101-200),Original Screenplay,Contemporary Fiction,Live Action,Imagine Entertainment,PG-13,104 minutes,"3,367","3,367",5.8 weeks,Ben Stiller | Eddie Murphy | Casey Affleck | Matthew Broderick | TÃ©a Leoni | Michael PeÃ±a | Gabourey Sidibe,Brett Ratner
512,102 Dalmatians,"Nov 22, 2000","$85,000,000","$66,941,559","$66,941,559",Adventure,Based on Fiction Book/Short Story,Kids Fiction,Live Action,Walt Disney Pictures,G,100 minutes,"2,704","2,704",7.5 weeks,,
513,Mirror Mirror,"Mar 15, 2012","$85,000,000","$64,935,167","$173,613,482",Adventure,Based on Folk Tale/Legend/Fairytale,Fantasy,Live Action,Relativity Media,PG,95 minutes,"3,603","3,603",5.4 weeks,Lily Collins | Julia Roberts | Armie Hammer | Nathan Lane | Jordan Prentice | Mark Povinelli | Joey Gnoffo | Danny Woodburn | Sebastian Saraceno | Martin Klebba | Ronald Lee Clark,Tarsem Singh
514,The Holiday,"Dec 8, 2006","$85,000,000","$63,280,000","$205,190,324",Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,Columbia Pictures,PG-13,135 minutes,"2,610","2,610",5.6 weeks,Cameron Diaz | Kate Winslet | Jude Law | Jack Black,Nancy Meyers
515,The Fast and the Furious: Tokyo Drift,"Jun 16, 2006","$85,000,000","$62,615,510","$157,794,205",Action,Based on Factual Book/Article,Contemporary Fiction,Live Action,,PG-13,104 minutes,"3,027","3,027",4.3 weeks,,
516,Memoirs of a Geisha,"Dec 9, 2005","$85,000,000","$57,010,853","$161,510,853",Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,Columbia Pictures,PG-13,137 minutes,8,8,6.2 weeks,Zhang Ziyi,Rob Marshall
517,Enemy at the Gates,"Mar 16, 2001","$85,000,000","$51,396,781","$96,971,293",Drama,Based on Real Life Events,Historical Fiction,Live Action,Reperage,All Time Domestic Box Office for R Movies (Rank 401-500),131 minutes,"1,509","1,509",8.3 weeks,,
518,Last Action Hero,"Jun 18, 1993","$85,000,000","$50,016,394","$137,298,489",Action,Original Screenplay,Fantasy,Live Action,Columbia Pictures,PG-13,131 minutes,"2,306","2,306",3.0 weeks,,
519,The Rundown,"Sep 26, 2003","$85,000,000","$47,641,743","$80,831,893",Action,Original Screenplay,Contemporary Fiction,Live Action,,PG-13,105 minutes,"3,152","3,152",4.4 weeks,,
520,Arthur Christmas,"Nov 11, 2011","$85,000,000","$46,462,469","$149,717,124",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies (Rank 101-200),Aardman Animations,PG,100 minutes,"3,376","3,376",4.9 weeks,James McAvoy | Hugh Laurie | Jim Broadbent | Bill Nighy | Imelda Staunton | Ashley Jensen | Will Sasso,Sarah Smith
521,xXx: Return of Xander Cage,"Jan 19, 2017","$85,000,000","$44,898,413","$345,033,359",Action,Original Screenplay,Contemporary Fiction,Live Action,Paramount Pictures,PG-13,110 minutes,"3,600","3,600",3.2 weeks,Vin Diesel | Donnie Yen,D.J. Caruso
522,Meet Joe Black,"Nov 13, 1998","$85,000,000","$44,650,003","$44,650,003",Drama,Original Screenplay,Fantasy,Live Action,Universal Pictures,PG-13,181 minutes,"2,503","2,503",5.9 weeks,,
523,Cats & Dogs: The Revenge of Kitty Galore,"Jul 30, 2010","$85,000,000","$43,585,753","$113,026,383",Adventure,Original Screenplay,Kids Fiction,Live Action,CD2 Pictures,PG,82 minutes,"3,705","3,705",3.9 weeks,Chris O'Donnell | Jack McBrayer | Fred Armisen | Paul Rodriguez | Bette Midler,Brad Peyton
524,Collateral Damage,"Feb 8, 2002","$85,000,000","$40,048,332","$78,353,508",Action,Original Screenplay,Contemporary Fiction,Live Action,,All Time Domestic Box Office for R Movies (Rank 601-700),,"2,824","2,824",4.2 weeks,,
525,Showtime,"Mar 15, 2002","$85,000,000","$37,948,765","$78,948,765",All Time Domestic Box Office for Comedy Movies (Rank 401-500),Original Screenplay,Contemporary Fiction,Live Action,Street Sweeper Productions,PG-13,95 minutes,"2,917","2,917",3.8 weeks,,
526,Judge Dredd,"Jun 30, 1995","$85,000,000","$34,687,912","$113,487,912",Action,Based on Comic/Graphic Novel,Science Fiction,Live Action,Hollywood Pictures,All Time Domestic Box Office for R Movies (Rank 701-800),96 minutes,"2,204","2,204",4.2 weeks,Sylvester Stallone,Danny Cannon
527,Zodiac,"Mar 2, 2007","$85,000,000","$33,080,084","$83,080,084",Drama,Based on Fiction Book/Short Story,Dramatization,Live Action,Phoenix Pictures,All Time Domestic Box Office for R Movies (Rank 801-900),158 minutes,"2,362","2,362",3.7 weeks,"Jake Gyllenhaal | Mark Ruffalo | Robert Downey, Jr.",David Fincher
528,Scott Pilgrim vs. The World,"Aug 13, 2010","$85,000,000","$31,611,316","$48,056,764",All Time Domestic Box Office for Comedy Movies (Rank 501-600),Based on Comic/Graphic Novel,Contemporary Fiction,Live Action,Big Talk Pictures,PG-13,112 minutes,"2,818","2,818",3.3 weeks,Michael Cera,Edgar Wright
529,The Core,"Mar 28, 2003","$85,000,000","$31,111,260","$74,120,792",Action,Original Screenplay,Science Fiction,Live Action,Paramount Pictures,PG-13,137 minutes,"3,017","3,017",4.5 weeks,,
530,Father's Day,"May 9, 1997","$85,000,000","$28,681,080","$35,681,080",All Time Domestic Box Office for Comedy Movies (Rank 501-600),All Time Domestic Box Office for Remake Movies (Rank 101-200),Contemporary Fiction,Live Action,Silver Pictures,PG-13,98 minutes,"2,482","2,482",5.1 weeks,Robin Williams | Billy Crystal,Ivan Reitman
531,The Greatest Showman,"Dec 11, 2017","$84,000,000","$174,340,174","$440,973,522",Musical,Based on Real Life Events,Dramatization,Live Action,Chernin Entertainment,PG,105 minutes,"3,006","3,006",9.6 weeks,Hugh Jackman | Zac Efron | Michelle Williams | Rebecca Ferguson | Zendaya,Michael Gracey
532,Scooby-Doo,"Jun 14, 2002","$84,000,000","$153,294,164","$276,294,164",Adventure,Based on TV,Kids Fiction,Live Action,Mosaic Media,PG,86 minutes,"3,447","3,447",6.1 weeks,,
533,Nutty Professor II: The Klumps,"Jul 28, 2000","$84,000,000","$123,307,945","$166,307,945",All Time Domestic Box Office for Comedy Movies,All Time Domestic Box Office for Remake Movies,Contemporary Fiction,Live Action,,PG-13,106 minutes,"3,242","3,242",8.0 weeks,,
534,RED 2,"Jul 19, 2013","$84,000,000","$53,262,560","$141,507,355",Action,Based on Comic/Graphic Novel,Contemporary Fiction,Live Action,Summit Entertainment,PG-13,116 minutes,"3,016","3,016",4.3 weeks,Bruce Willis | John Malkovich | Mary-Louise Parker | Anthony Hopkins | Helen Mirren | Catherine Zeta-Jones | Byung-hun Lee,Dean Parisot
535,Click,"Jun 23, 2006","$82,500,000","$137,355,633","$237,685,089",All Time Domestic Box Office for Comedy Movies,Original Screenplay,Fantasy,Live Action,Happy Madison,PG-13,106 minutes,"3,749","3,749",5.4 weeks,Adam Sandler | Kate Beckinsale,Frank Coraci
536,Charlotte's Web,"Dec 15, 2006","$82,500,000","$82,985,708","$143,985,708",Drama,Based on Fiction Book/Short Story,Fantasy,Live Action,Nickelodeon Films,G,97 minutes,"3,566","3,566",6.3 weeks,,
537,Jumper,"Feb 14, 2008","$82,500,000","$80,172,128","$222,640,812",Adventure,Based on Fiction Book/Short Story,Science Fiction,Live Action,Regency Enterprises,PG-13,88 minutes,"3,428","3,428",5.0 weeks,,
538,Hellboy II: The Golden Army,"Jul 11, 2008","$82,500,000","$75,986,503","$160,388,063",Action,Based on Comic/Graphic Novel,All Time Domestic Box Office for Super Hero Movies,Live Action,Universal Pictures,PG-13,120 minutes,"3,204","3,204",4.3 weeks,,
539,The Longest Yard,"May 27, 2005","$82,000,000","$158,119,460","$191,558,505",All Time Domestic Box Office for Comedy Movies,All Time Domestic Box Office for Remake Movies,Contemporary Fiction,Live Action,Paramount Pictures,PG-13,113 minutes,"3,634","3,634",6.3 weeks,Adam Sandler | Chris Rock | Burt Reynolds | Nelly,Peter Segal
540,The Expendables,"Aug 13, 2010","$82,000,000","$103,068,524","$268,268,174",Action,Original Screenplay,Contemporary Fiction,Live Action,Nu Image,All Time Domestic Box Office for R Movies (Rank 101-200),103 minutes,"3,270","3,270",5.9 weeks,Sylvester Stallone | Jason Statham | Jet Li | Terry Crews | Randy Couture | Dolph Lundgren | Steve Austin | Mickey Rourke,Sylvester Stallone
541,The 6th Day,"Nov 17, 2000","$82,000,000","$34,543,701","$96,024,898",Action,Original Screenplay,Science Fiction,Live Action,,PG-13,124 minutes,"2,516","2,516",4.3 weeks,,
542,Bruce Almighty,"May 23, 2003","$81,000,000","$242,704,995","$484,468,608",All Time Domestic Box Office for Comedy Movies,Original Screenplay,Contemporary Fiction,Live Action,Spyglass Entertainment,PG-13,102 minutes,"3,483","3,483",7.8 weeks,Jim Carrey,Tom Shadyac
543,The Hunger Games,"Mar 8, 2012","$80,000,000","$408,010,692","$677,923,379",Thriller/Suspense,Based on Fiction Book/Short Story,Science Fiction,Live Action,Lionsgate,PG-13,142 minutes,"4,137","4,137",9.1 weeks,Jennifer Lawrence,Gary Ross
544,The Hangover Part II,"May 26, 2011","$80,000,000","$254,464,305","$586,464,305",All Time Domestic Box Office for Comedy Movies,Original Screenplay,Contemporary Fiction,Live Action,Warner Bros.,All Time Domestic Box Office for R Movies,102 minutes,"3,615","3,615",5.9 weeks,Bradley Cooper | Ed Helms | Zach Galifianakis | Justin Bartha,Todd Phillips
545,Mission: Impossible,"May 21, 1996","$80,000,000","$180,981,886","$457,697,994",Action,Based on TV,Contemporary Fiction,Live Action,Cruise-Wagner,PG-13,111 minutes,"3,012","3,012",8.5 weeks,Tom Cruise,Brian De Palma
546,The Lego Batman Movie,"Feb 2, 2017","$80,000,000","$175,750,384","$310,660,018",Adventure,Based on Toy,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Warner Bros.,PG,106 minutes,"4,088","4,088",6.5 weeks,Will Arnett,Chris McKay
547,Hotel Transylvania 2,"Sep 23, 2015","$80,000,000","$169,700,110","$469,500,298",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Sony Pictures Animation,PG,89 minutes,"3,754","3,754",7.4 weeks,Adam Sandler | Andy Samberg | Selena Gomez | Kevin James | David Spade | Steve Buscemi | Keegan-Michael Key | Asher Blinkoff | Jonny Solomon | Sadie Sandler | Sunny Sandler,Genndy Tartakovsky
548,Batman Returns,"Jun 18, 1992","$80,000,000","$162,833,635","$266,824,291",Action,Original Screenplay,All Time Domestic Box Office for Super Hero Movies,Live Action,,PG-13,126 minutes,"2,644","2,644",5.5 weeks,,
549,The Secret Life of Pets 2,"May 24, 2019","$80,000,000","$158,257,265","$433,346,978",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,Illumination Entertainment,PG,92 minutes,"4,561","4,561",5.7 weeks,Patton Oswalt | Kevin Hart | Eric Stonestreet | Jenny Slate | Tiffany Haddish | Lake Bell | Hannibal Buress | Harrison Ford,Chris Renaud
550,The Mummy,"May 7, 1999","$80,000,000","$155,385,488","$416,385,488",Adventure,All Time Domestic Box Office for Remake Movies,Fantasy,Live Action,Alphaville,PG-13,125 minutes,"3,209","3,209",8.5 weeks,,
551,Over the Hedge,"May 19, 2006","$80,000,000","$155,019,340","$343,397,247",Adventure,Based on Comic/Graphic Novel,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,DreamWorks Animation,PG,84 minutes,"4,059","4,059",6.1 weeks,Bruce Willis | Garry Shandling | Steve Carell | Wanda Sykes | William Shatner | Nick Nolte,Tim Johnson | Karey Kirkpatrick
552,Lilo & Stitch,"Jun 21, 2002","$80,000,000","$145,771,527","$245,800,000",Adventure,Original Screenplay,Kids Fiction,Hand Animation,Walt Disney Pictures,PG,85 minutes,"3,191","3,191",7.7 weeks,,
553,Deep Impact,"May 8, 1998","$80,000,000","$140,464,664","$349,464,664",Adventure,Original Screenplay,Science Fiction,Live Action,Zanuck/Brown,PG-13,123 minutes,"3,156","3,156",8.2 weeks,,
554,Grown Ups 2,"Jul 12, 2013","$80,000,000","$133,668,525","$247,023,808",All Time Domestic Box Office for Comedy Movies,Original Screenplay,Contemporary Fiction,Live Action,Columbia Pictures,PG-13,100 minutes,"3,491","3,491",5.8 weeks,Adam Sandler | Kevin James | Chris Rock | David Spade | Salma Hayek | Maya Rudolph | Maria Bello,Dennis Dugan
555,Alvin and the Chipmunks: Chipwrecked,"Dec 14, 2011","$80,000,000","$133,107,389","$349,088,523",Adventure,Based on TV,Kids Fiction,Animation/Live Action,Fox 2000 Pictures,G,87 minutes,"3,723","3,723",6.7 weeks,Justin Long | Matthew Gray Gubler | Jesse McCartney,Mike Mitchell
556,Get Smart,"Jun 20, 2008","$80,000,000","$130,319,208","$226,739,416",All Time Domestic Box Office for Comedy Movies,Based on TV,Contemporary Fiction,Live Action,Village Roadshow Productions,PG-13,110 minutes,"3,911","3,911",5.4 weeks,,
557,Robots,"Mar 11, 2005","$80,000,000","$128,200,012","$260,700,012",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,20th Century Fox Animation,PG,90 minutes,"3,776","3,776",7.4 weeks,,
